relationship_id,layer,source_entity_id,relationship_type,target_entity_id,relationship_scope,evidence_basis,provenance_class,verification_status,confidence,rationale,source_id,secondary_source_ids,properties_json
r_bridge_skill_cn_use_instruments_prac_sci_investigation,X12,skill_cn_use_instruments,maps_to_steam_practice,prac_sci_investigation,cross_layer,expert_crosswalk_chile_to_steam_framework,expert_synthesis,needs_expert_review,0.82,Puente semántico entre habilidad curricular chilena y práctica disciplinar de Erandi; no reemplaza la terminología oficial.,src_daniela_map,src_nrc_framework;src_ccss_math;src_csta_2026;src_ncas,{}
r_bridge_skill_cn_plan_prac_sci_investigation,X12,skill_cn_plan,maps_to_steam_practice,prac_sci_investigation,cross_layer,expert_crosswalk_chile_to_steam_framework,expert_synthesis,needs_expert_review,0.82,Puente semántico entre habilidad curricular chilena y práctica disciplinar de Erandi; no reemplaza la terminología oficial.,src_daniela_map,src_nrc_framework;src_ccss_math;src_csta_2026;src_ncas,{}
r_bridge_skill_cn_plan_prac_cs_manage,X12,skill_cn_plan,maps_to_steam_practice,prac_cs_manage,cross_layer,expert_crosswalk_chile_to_steam_framework,expert_synthesis,needs_expert_review,0.82,Puente semántico entre habilidad curricular chilena y práctica disciplinar de Erandi; no reemplaza la terminología oficial.,src_daniela_map,src_nrc_framework;src_ccss_math;src_csta_2026;src_ncas,{}
r_bridge_skill_cn_analyze_prac_sci_data,X12,skill_cn_analyze,maps_to_steam_practice,prac_sci_data,cross_layer,expert_crosswalk_chile_to_steam_framework,expert_synthesis,needs_expert_review,0.82,Puente semántico entre habilidad curricular chilena y práctica disciplinar de Erandi; no reemplaza la terminología oficial.,src_daniela_map,src_nrc_framework;src_ccss_math;src_csta_2026;src_ncas,{}
r_bridge_skill_cn_analyze_prac_sci_argument,X12,skill_cn_analyze,maps_to_steam_practice,prac_sci_argument,cross_layer,expert_crosswalk_chile_to_steam_framework,expert_synthesis,needs_expert_review,0.82,Puente semántico entre habilidad curricular chilena y práctica disciplinar de Erandi; no reemplaza la terminología oficial.,src_daniela_map,src_nrc_framework;src_ccss_math;src_csta_2026;src_ncas,{}
r_bridge_skill_cn_analyze_prac_math_argument,X12,skill_cn_analyze,maps_to_steam_practice,prac_math_argument,cross_layer,expert_crosswalk_chile_to_steam_framework,expert_synthesis,needs_expert_review,0.82,Puente semántico entre habilidad curricular chilena y práctica disciplinar de Erandi; no reemplaza la terminología oficial.,src_daniela_map,src_nrc_framework;src_ccss_math;src_csta_2026;src_ncas,{}
r_bridge_skill_cn_compare_prac_sci_data,X12,skill_cn_compare,maps_to_steam_practice,prac_sci_data,cross_layer,expert_crosswalk_chile_to_steam_framework,expert_synthesis,needs_expert_review,0.82,Puente semántico entre habilidad curricular chilena y práctica disciplinar de Erandi; no reemplaza la terminología oficial.,src_daniela_map,src_nrc_framework;src_ccss_math;src_csta_2026;src_ncas,{}
r_bridge_skill_cn_compare_prac_math_argument,X12,skill_cn_compare,maps_to_steam_practice,prac_math_argument,cross_layer,expert_crosswalk_chile_to_steam_framework,expert_synthesis,needs_expert_review,0.82,Puente semántico entre habilidad curricular chilena y práctica disciplinar de Erandi; no reemplaza la terminología oficial.,src_daniela_map,src_nrc_framework;src_ccss_math;src_csta_2026;src_ncas,{}
r_bridge_skill_cn_compare_prac_art_evaluate,X12,skill_cn_compare,maps_to_steam_practice,prac_art_evaluate,cross_layer,expert_crosswalk_chile_to_steam_framework,expert_synthesis,needs_expert_review,0.82,Puente semántico entre habilidad curricular chilena y práctica disciplinar de Erandi; no reemplaza la terminología oficial.,src_daniela_map,src_nrc_framework;src_ccss_math;src_csta_2026;src_ncas,{}
r_bridge_skill_cn_summarize_evidence_prac_sci_explanation,X12,skill_cn_summarize_evidence,maps_to_steam_practice,prac_sci_explanation,cross_layer,expert_crosswalk_chile_to_steam_framework,expert_synthesis,needs_expert_review,0.82,Puente semántico entre habilidad curricular chilena y práctica disciplinar de Erandi; no reemplaza la terminología oficial.,src_daniela_map,src_nrc_framework;src_ccss_math;src_csta_2026;src_ncas,{}
r_bridge_skill_cn_summarize_evidence_prac_sci_communication,X12,skill_cn_summarize_evidence,maps_to_steam_practice,prac_sci_communication,cross_layer,expert_crosswalk_chile_to_steam_framework,expert_synthesis,needs_expert_review,0.82,Puente semántico entre habilidad curricular chilena y práctica disciplinar de Erandi; no reemplaza la terminología oficial.,src_daniela_map,src_nrc_framework;src_ccss_math;src_csta_2026;src_ncas,{}
r_bridge_skill_cn_communicate_prac_sci_communication,X12,skill_cn_communicate,maps_to_steam_practice,prac_sci_communication,cross_layer,expert_crosswalk_chile_to_steam_framework,expert_synthesis,needs_expert_review,0.82,Puente semántico entre habilidad curricular chilena y práctica disciplinar de Erandi; no reemplaza la terminología oficial.,src_daniela_map,src_nrc_framework;src_ccss_math;src_csta_2026;src_ncas,{}
r_bridge_skill_cn_communicate_prac_math_argument,X12,skill_cn_communicate,maps_to_steam_practice,prac_math_argument,cross_layer,expert_crosswalk_chile_to_steam_framework,expert_synthesis,needs_expert_review,0.82,Puente semántico entre habilidad curricular chilena y práctica disciplinar de Erandi; no reemplaza la terminología oficial.,src_daniela_map,src_nrc_framework;src_ccss_math;src_csta_2026;src_ncas,{}
r_bridge_skill_cn_communicate_prac_cs_communicate,X12,skill_cn_communicate,maps_to_steam_practice,prac_cs_communicate,cross_layer,expert_crosswalk_chile_to_steam_framework,expert_synthesis,needs_expert_review,0.82,Puente semántico entre habilidad curricular chilena y práctica disciplinar de Erandi; no reemplaza la terminología oficial.,src_daniela_map,src_nrc_framework;src_ccss_math;src_csta_2026;src_ncas,{}
r_bridge_skill_cn_communicate_prac_art_convey,X12,skill_cn_communicate,maps_to_steam_practice,prac_art_convey,cross_layer,expert_crosswalk_chile_to_steam_framework,expert_synthesis,needs_expert_review,0.82,Puente semántico entre habilidad curricular chilena y práctica disciplinar de Erandi; no reemplaza la terminología oficial.,src_daniela_map,src_nrc_framework;src_ccss_math;src_csta_2026;src_ncas,{}
r_bridge_skill_cn_evaluate_prac_sci_argument,X12,skill_cn_evaluate,maps_to_steam_practice,prac_sci_argument,cross_layer,expert_crosswalk_chile_to_steam_framework,expert_synthesis,needs_expert_review,0.82,Puente semántico entre habilidad curricular chilena y práctica disciplinar de Erandi; no reemplaza la terminología oficial.,src_daniela_map,src_nrc_framework;src_ccss_math;src_csta_2026;src_ncas,{}
r_bridge_skill_cn_evaluate_prac_eng_test,X12,skill_cn_evaluate,maps_to_steam_practice,prac_eng_test,cross_layer,expert_crosswalk_chile_to_steam_framework,expert_synthesis,needs_expert_review,0.82,Puente semántico entre habilidad curricular chilena y práctica disciplinar de Erandi; no reemplaza la terminología oficial.,src_daniela_map,src_nrc_framework;src_ccss_math;src_csta_2026;src_ncas,{}
r_bridge_skill_cn_evaluate_prac_art_evaluate,X12,skill_cn_evaluate,maps_to_steam_practice,prac_art_evaluate,cross_layer,expert_crosswalk_chile_to_steam_framework,expert_synthesis,needs_expert_review,0.82,Puente semántico entre habilidad curricular chilena y práctica disciplinar de Erandi; no reemplaza la terminología oficial.,src_daniela_map,src_nrc_framework;src_ccss_math;src_csta_2026;src_ncas,{}
r_bridge_skill_cn_experiment_prac_sci_investigation,X12,skill_cn_experiment,maps_to_steam_practice,prac_sci_investigation,cross_layer,expert_crosswalk_chile_to_steam_framework,expert_synthesis,needs_expert_review,0.82,Puente semántico entre habilidad curricular chilena y práctica disciplinar de Erandi; no reemplaza la terminología oficial.,src_daniela_map,src_nrc_framework;src_ccss_math;src_csta_2026;src_ncas,{}
r_bridge_skill_cn_experiment_prac_eng_test,X12,skill_cn_experiment,maps_to_steam_practice,prac_eng_test,cross_layer,expert_crosswalk_chile_to_steam_framework,expert_synthesis,needs_expert_review,0.82,Puente semántico entre habilidad curricular chilena y práctica disciplinar de Erandi; no reemplaza la terminología oficial.,src_daniela_map,src_nrc_framework;src_ccss_math;src_csta_2026;src_ncas,{}
r_bridge_skill_cn_use_models_prac_sci_modeling,X12,skill_cn_use_models,maps_to_steam_practice,prac_sci_modeling,cross_layer,expert_crosswalk_chile_to_steam_framework,expert_synthesis,needs_expert_review,0.82,Puente semántico entre habilidad curricular chilena y práctica disciplinar de Erandi; no reemplaza la terminología oficial.,src_daniela_map,src_nrc_framework;src_ccss_math;src_csta_2026;src_ncas,{}
r_bridge_skill_cn_use_models_prac_math_model,X12,skill_cn_use_models,maps_to_steam_practice,prac_math_model,cross_layer,expert_crosswalk_chile_to_steam_framework,expert_synthesis,needs_expert_review,0.82,Puente semántico entre habilidad curricular chilena y práctica disciplinar de Erandi; no reemplaza la terminología oficial.,src_daniela_map,src_nrc_framework;src_ccss_math;src_csta_2026;src_ncas,{}
r_bridge_skill_cn_use_models_prac_eng_modelproto,X12,skill_cn_use_models,maps_to_steam_practice,prac_eng_modelproto,cross_layer,expert_crosswalk_chile_to_steam_framework,expert_synthesis,needs_expert_review,0.82,Puente semántico entre habilidad curricular chilena y práctica disciplinar de Erandi; no reemplaza la terminología oficial.,src_daniela_map,src_nrc_framework;src_ccss_math;src_csta_2026;src_ncas,{}
r_bridge_oah_cn03_a_prac_sci_observation,X12,oah_cn03_a,affords_steam_practice,prac_sci_observation,cross_layer,expert_crosswalk_from_official_skill_objective,expert_synthesis,needs_expert_review,0.84,La formulación del OAH crea una oportunidad curricular auténtica para esta práctica STEAM.,src_mineduc_cn03,src_nrc_framework;src_ccss_math;src_csta_2026;src_ncas,{}
r_bridge_oah_cn03_a_prac_sci_questioning,X12,oah_cn03_a,affords_steam_practice,prac_sci_questioning,cross_layer,expert_crosswalk_from_official_skill_objective,expert_synthesis,needs_expert_review,0.84,La formulación del OAH crea una oportunidad curricular auténtica para esta práctica STEAM.,src_mineduc_cn03,src_nrc_framework;src_ccss_math;src_csta_2026;src_ncas,{}
r_bridge_oah_cn03_a_prac_sci_prediction,X12,oah_cn03_a,affords_steam_practice,prac_sci_prediction,cross_layer,expert_crosswalk_from_official_skill_objective,expert_synthesis,needs_expert_review,0.84,La formulación del OAH crea una oportunidad curricular auténtica para esta práctica STEAM.,src_mineduc_cn03,src_nrc_framework;src_ccss_math;src_csta_2026;src_ncas,{}
r_bridge_oah_cn03_b_prac_sci_investigation,X12,oah_cn03_b,affords_steam_practice,prac_sci_investigation,cross_layer,expert_crosswalk_from_official_skill_objective,expert_synthesis,needs_expert_review,0.84,La formulación del OAH crea una oportunidad curricular auténtica para esta práctica STEAM.,src_mineduc_cn03,src_nrc_framework;src_ccss_math;src_csta_2026;src_ncas,{}
r_bridge_oah_cn03_b_prac_sci_observation,X12,oah_cn03_b,affords_steam_practice,prac_sci_observation,cross_layer,expert_crosswalk_from_official_skill_objective,expert_synthesis,needs_expert_review,0.84,La formulación del OAH crea una oportunidad curricular auténtica para esta práctica STEAM.,src_mineduc_cn03,src_nrc_framework;src_ccss_math;src_csta_2026;src_ncas,{}
r_bridge_oah_cn03_b_prac_sci_data,X12,oah_cn03_b,affords_steam_practice,prac_sci_data,cross_layer,expert_crosswalk_from_official_skill_objective,expert_synthesis,needs_expert_review,0.84,La formulación del OAH crea una oportunidad curricular auténtica para esta práctica STEAM.,src_mineduc_cn03,src_nrc_framework;src_ccss_math;src_csta_2026;src_ncas,{}
r_bridge_oah_cn03_c_prac_sci_observation,X12,oah_cn03_c,affords_steam_practice,prac_sci_observation,cross_layer,expert_crosswalk_from_official_skill_objective,expert_synthesis,needs_expert_review,0.84,La formulación del OAH crea una oportunidad curricular auténtica para esta práctica STEAM.,src_mineduc_cn03,src_nrc_framework;src_ccss_math;src_csta_2026;src_ncas,{}
r_bridge_oah_cn03_c_prac_sci_data,X12,oah_cn03_c,affords_steam_practice,prac_sci_data,cross_layer,expert_crosswalk_from_official_skill_objective,expert_synthesis,needs_expert_review,0.84,La formulación del OAH crea una oportunidad curricular auténtica para esta práctica STEAM.,src_mineduc_cn03,src_nrc_framework;src_ccss_math;src_csta_2026;src_ncas,{}
r_bridge_oah_cn03_c_prac_math_model,X12,oah_cn03_c,affords_steam_practice,prac_math_model,cross_layer,expert_crosswalk_from_official_skill_objective,expert_synthesis,needs_expert_review,0.84,La formulación del OAH crea una oportunidad curricular auténtica para esta práctica STEAM.,src_mineduc_cn03,src_nrc_framework;src_ccss_math;src_csta_2026;src_ncas,{}
r_bridge_oah_cn03_c_prac_math_tools,X12,oah_cn03_c,affords_steam_practice,prac_math_tools,cross_layer,expert_crosswalk_from_official_skill_objective,expert_synthesis,needs_expert_review,0.84,La formulación del OAH crea una oportunidad curricular auténtica para esta práctica STEAM.,src_mineduc_cn03,src_nrc_framework;src_ccss_math;src_csta_2026;src_ncas,{}
r_bridge_oah_cn03_c_prac_math_precision,X12,oah_cn03_c,affords_steam_practice,prac_math_precision,cross_layer,expert_crosswalk_from_official_skill_objective,expert_synthesis,needs_expert_review,0.84,La formulación del OAH crea una oportunidad curricular auténtica para esta práctica STEAM.,src_mineduc_cn03,src_nrc_framework;src_ccss_math;src_csta_2026;src_ncas,{}
r_bridge_oah_cn03_c_prac_cs_abstraction,X12,oah_cn03_c,affords_steam_practice,prac_cs_abstraction,cross_layer,expert_crosswalk_from_official_skill_objective,expert_synthesis,needs_expert_review,0.84,La formulación del OAH crea una oportunidad curricular auténtica para esta práctica STEAM.,src_mineduc_cn03,src_nrc_framework;src_ccss_math;src_csta_2026;src_ncas,{}
r_bridge_oah_cn03_d_prac_sci_investigation,X12,oah_cn03_d,affords_steam_practice,prac_sci_investigation,cross_layer,expert_crosswalk_from_official_skill_objective,expert_synthesis,needs_expert_review,0.84,La formulación del OAH crea una oportunidad curricular auténtica para esta práctica STEAM.,src_mineduc_cn03,src_nrc_framework;src_ccss_math;src_csta_2026;src_ncas,{}
r_bridge_oah_cn03_d_prac_math_tools,X12,oah_cn03_d,affords_steam_practice,prac_math_tools,cross_layer,expert_crosswalk_from_official_skill_objective,expert_synthesis,needs_expert_review,0.84,La formulación del OAH crea una oportunidad curricular auténtica para esta práctica STEAM.,src_mineduc_cn03,src_nrc_framework;src_ccss_math;src_csta_2026;src_ncas,{}
r_bridge_oah_cn03_e_prac_sci_data,X12,oah_cn03_e,affords_steam_practice,prac_sci_data,cross_layer,expert_crosswalk_from_official_skill_objective,expert_synthesis,needs_expert_review,0.84,La formulación del OAH crea una oportunidad curricular auténtica para esta práctica STEAM.,src_mineduc_cn03,src_nrc_framework;src_ccss_math;src_csta_2026;src_ncas,{}
r_bridge_oah_cn03_e_prac_sci_explanation,X12,oah_cn03_e,affords_steam_practice,prac_sci_explanation,cross_layer,expert_crosswalk_from_official_skill_objective,expert_synthesis,needs_expert_review,0.84,La formulación del OAH crea una oportunidad curricular auténtica para esta práctica STEAM.,src_mineduc_cn03,src_nrc_framework;src_ccss_math;src_csta_2026;src_ncas,{}
r_bridge_oah_cn03_f_prac_sci_communication,X12,oah_cn03_f,affords_steam_practice,prac_sci_communication,cross_layer,expert_crosswalk_from_official_skill_objective,expert_synthesis,needs_expert_review,0.84,La formulación del OAH crea una oportunidad curricular auténtica para esta práctica STEAM.,src_mineduc_cn03,src_nrc_framework;src_ccss_math;src_csta_2026;src_ncas,{}
r_bridge_oah_cn03_f_prac_sci_argument,X12,oah_cn03_f,affords_steam_practice,prac_sci_argument,cross_layer,expert_crosswalk_from_official_skill_objective,expert_synthesis,needs_expert_review,0.84,La formulación del OAH crea una oportunidad curricular auténtica para esta práctica STEAM.,src_mineduc_cn03,src_nrc_framework;src_ccss_math;src_csta_2026;src_ncas,{}
r_bridge_oah_cn03_f_prac_sci_modeling,X12,oah_cn03_f,affords_steam_practice,prac_sci_modeling,cross_layer,expert_crosswalk_from_official_skill_objective,expert_synthesis,needs_expert_review,0.84,La formulación del OAH crea una oportunidad curricular auténtica para esta práctica STEAM.,src_mineduc_cn03,src_nrc_framework;src_ccss_math;src_csta_2026;src_ncas,{}
r_bridge_oah_cn03_f_prac_art_convey,X12,oah_cn03_f,affords_steam_practice,prac_art_convey,cross_layer,expert_crosswalk_from_official_skill_objective,expert_synthesis,needs_expert_review,0.84,La formulación del OAH crea una oportunidad curricular auténtica para esta práctica STEAM.,src_mineduc_cn03,src_nrc_framework;src_ccss_math;src_csta_2026;src_ncas,{}
r_oa03_affords_prac_sci_observation,X12,oa_cn03_03,can_afford_practice,prac_sci_observation,cross_layer,expert_design_opportunity,expert_synthesis,needs_expert_review,0.68,Posible práctica auténtica dentro de una trayectoria sobre polinización; no implica que el OA exija dicha práctica.,src_cn03_oa_03,src_nrc_framework;src_ccss_math;src_csta_2026;src_ncas,"{""curriculum_requirement"":false}"
r_oa03_affords_prac_sci_questioning,X12,oa_cn03_03,can_afford_practice,prac_sci_questioning,cross_layer,expert_design_opportunity,expert_synthesis,needs_expert_review,0.68,Posible práctica auténtica dentro de una trayectoria sobre polinización; no implica que el OA exija dicha práctica.,src_cn03_oa_03,src_nrc_framework;src_ccss_math;src_csta_2026;src_ncas,"{""curriculum_requirement"":false}"
r_oa03_affords_prac_sci_modeling,X12,oa_cn03_03,can_afford_practice,prac_sci_modeling,cross_layer,expert_design_opportunity,expert_synthesis,needs_expert_review,0.68,Posible práctica auténtica dentro de una trayectoria sobre polinización; no implica que el OA exija dicha práctica.,src_cn03_oa_03,src_nrc_framework;src_ccss_math;src_csta_2026;src_ncas,"{""curriculum_requirement"":false}"
r_oa03_affords_prac_sci_investigation,X12,oa_cn03_03,can_afford_practice,prac_sci_investigation,cross_layer,expert_design_opportunity,expert_synthesis,needs_expert_review,0.68,Posible práctica auténtica dentro de una trayectoria sobre polinización; no implica que el OA exija dicha práctica.,src_cn03_oa_03,src_nrc_framework;src_ccss_math;src_csta_2026;src_ncas,"{""curriculum_requirement"":false}"
r_oa03_affords_prac_sci_data,X12,oa_cn03_03,can_afford_practice,prac_sci_data,cross_layer,expert_design_opportunity,expert_synthesis,needs_expert_review,0.68,Posible práctica auténtica dentro de una trayectoria sobre polinización; no implica que el OA exija dicha práctica.,src_cn03_oa_03,src_nrc_framework;src_ccss_math;src_csta_2026;src_ncas,"{""curriculum_requirement"":false}"
r_oa03_affords_prac_sci_explanation,X12,oa_cn03_03,can_afford_practice,prac_sci_explanation,cross_layer,expert_design_opportunity,expert_synthesis,needs_expert_review,0.68,Posible práctica auténtica dentro de una trayectoria sobre polinización; no implica que el OA exija dicha práctica.,src_cn03_oa_03,src_nrc_framework;src_ccss_math;src_csta_2026;src_ncas,"{""curriculum_requirement"":false}"
