entity_id,layer,local_type,normalized_type,code,name,description,domain_code,subject_code,grade_code,axis_code,origin,provenance_class,verification_status,source_id,secondary_source_ids,properties_json
oah_cn03_e,L1,Objetivo de Aprendizaje de Habilidad,skill_objective,CN03 OAH e,Resumir evidencias,Resumir las evidencias obtenidas a partir de observaciones para responder la pregunta inicial.,,CN,3B,,official,official_curriculum,verified,src_mineduc_cn03,,{}
oah_cn03_f,L1,Objetivo de Aprendizaje de Habilidad,skill_objective,CN03 OAH f,Comunicar y comparar ideas y evidencia,"Comunicar y comparar ideas, observaciones, mediciones y experiencias utilizando diagramas, material concreto, modelos, informes sencillos, presentaciones y TIC, entre otros.",,CN,3B,,official,official_curriculum,verified,src_mineduc_cn03,,{}
oaa_cn03_a,L1,Objetivo de Aprendizaje de Actitud,attitude_objective,CN03 OAA A,Curiosidad e interés por el entorno natural,Objetivo de actitud oficial de Ciencias Naturales 3° Básico.,,CN,3B,,official,official_curriculum,verified,src_mineduc_cn03,,{}
oaa_cn03_b,L1,Objetivo de Aprendizaje de Actitud,attitude_objective,CN03 OAA B,Trabajo riguroso y perseverante,Objetivo de actitud oficial de Ciencias Naturales 3° Básico.,,CN,3B,,official,official_curriculum,verified,src_mineduc_cn03,,{}
oaa_cn03_c,L1,Objetivo de Aprendizaje de Actitud,attitude_objective,CN03 OAA C,Cuidado y protección del ambiente,Objetivo de actitud oficial de Ciencias Naturales 3° Básico.,,CN,3B,,official,official_curriculum,verified,src_mineduc_cn03,,{}
oaa_cn03_d,L1,Objetivo de Aprendizaje de Actitud,attitude_objective,CN03 OAA D,Responsabilidad y colaboración,Objetivo de actitud oficial de Ciencias Naturales 3° Básico.,,CN,3B,,official,official_curriculum,verified,src_mineduc_cn03,,{}
oaa_cn03_e,L1,Objetivo de Aprendizaje de Actitud,attitude_objective,CN03 OAA E,Estilo de vida saludable y autocuidado,Objetivo de actitud oficial de Ciencias Naturales 3° Básico.,,CN,3B,,official,official_curriculum,verified,src_mineduc_cn03,,{}
oaa_cn03_f,L1,Objetivo de Aprendizaje de Actitud,attitude_objective,CN03 OAA F,Seguridad personal y colectiva,Objetivo de actitud oficial de Ciencias Naturales 3° Básico.,,CN,3B,,official,official_curriculum,verified,src_mineduc_cn03,,{}
skill_cn_observe,L1,Habilidad atómica,atomic_skill,,Observar,Vocabulario normalizado de habilidad científica para conectar OAH y prácticas STEAM.,,CN,,,expert_curated,expert_interpretation,expert_curated,src_daniela_map,src_mineduc_cn03;src_mineduc_cn_skills,{}
skill_cn_question,L1,Habilidad atómica,atomic_skill,,Formular preguntas,Vocabulario normalizado de habilidad científica para conectar OAH y prácticas STEAM.,,CN,,,expert_curated,expert_interpretation,expert_curated,src_daniela_map,src_mineduc_cn03;src_mineduc_cn_skills,{}
skill_cn_infer,L1,Habilidad atómica,atomic_skill,,Inferir,Vocabulario normalizado de habilidad científica para conectar OAH y prácticas STEAM.,,CN,,,expert_curated,expert_interpretation,expert_curated,src_daniela_map,src_mineduc_cn03;src_mineduc_cn_skills,{}
skill_cn_predict,L1,Habilidad atómica,atomic_skill,,Predecir,Vocabulario normalizado de habilidad científica para conectar OAH y prácticas STEAM.,,CN,,,expert_curated,expert_interpretation,expert_curated,src_daniela_map,src_mineduc_cn03;src_mineduc_cn_skills,{}
skill_cn_investigate,L1,Habilidad atómica,atomic_skill,,Investigar,Vocabulario normalizado de habilidad científica para conectar OAH y prácticas STEAM.,,CN,,,expert_curated,expert_interpretation,expert_curated,src_daniela_map,src_mineduc_cn03;src_mineduc_cn_skills,{}
skill_cn_explore,L1,Habilidad atómica,atomic_skill,,Explorar,Vocabulario normalizado de habilidad científica para conectar OAH y prácticas STEAM.,,CN,,,expert_curated,expert_interpretation,expert_curated,src_daniela_map,src_mineduc_cn03;src_mineduc_cn_skills,{}
skill_cn_classify,L1,Habilidad atómica,atomic_skill,,Clasificar,Vocabulario normalizado de habilidad científica para conectar OAH y prácticas STEAM.,,CN,,,expert_curated,expert_interpretation,expert_curated,src_daniela_map,src_mineduc_cn03;src_mineduc_cn_skills,{}
skill_cn_measure,L1,Habilidad atómica,atomic_skill,,Medir,Vocabulario normalizado de habilidad científica para conectar OAH y prácticas STEAM.,,CN,,,expert_curated,expert_interpretation,expert_curated,src_daniela_map,src_mineduc_cn03;src_mineduc_cn_skills,{}
skill_cn_record,L1,Habilidad atómica,atomic_skill,,Registrar,Vocabulario normalizado de habilidad científica para conectar OAH y prácticas STEAM.,,CN,,,expert_curated,expert_interpretation,expert_curated,src_daniela_map,src_mineduc_cn03;src_mineduc_cn_skills,{}
skill_cn_organize_data,L1,Habilidad atómica,atomic_skill,,Organizar datos,Vocabulario normalizado de habilidad científica para conectar OAH y prácticas STEAM.,,CN,,,expert_curated,expert_interpretation,expert_curated,src_daniela_map,src_mineduc_cn03;src_mineduc_cn_skills,{}
skill_cn_use_instruments,L1,Habilidad atómica,atomic_skill,,Usar instrumentos,Vocabulario normalizado de habilidad científica para conectar OAH y prácticas STEAM.,,CN,,,expert_curated,expert_interpretation,expert_curated,src_daniela_map,src_mineduc_cn03;src_mineduc_cn_skills,{}
skill_cn_plan,L1,Habilidad atómica,atomic_skill,,Planificar,Vocabulario normalizado de habilidad científica para conectar OAH y prácticas STEAM.,,CN,,,expert_curated,expert_interpretation,expert_curated,src_daniela_map,src_mineduc_cn03;src_mineduc_cn_skills,{}
skill_cn_analyze,L1,Habilidad atómica,atomic_skill,,Analizar,Vocabulario normalizado de habilidad científica para conectar OAH y prácticas STEAM.,,CN,,,expert_curated,expert_interpretation,expert_curated,src_daniela_map,src_mineduc_cn03;src_mineduc_cn_skills,{}
skill_cn_compare,L1,Habilidad atómica,atomic_skill,,Comparar,Vocabulario normalizado de habilidad científica para conectar OAH y prácticas STEAM.,,CN,,,expert_curated,expert_interpretation,expert_curated,src_daniela_map,src_mineduc_cn03;src_mineduc_cn_skills,{}
skill_cn_summarize_evidence,L1,Habilidad atómica,atomic_skill,,Resumir evidencias,Vocabulario normalizado de habilidad científica para conectar OAH y prácticas STEAM.,,CN,,,expert_curated,expert_interpretation,expert_curated,src_daniela_map,src_mineduc_cn03;src_mineduc_cn_skills,{}
skill_cn_communicate,L1,Habilidad atómica,atomic_skill,,Comunicar,Vocabulario normalizado de habilidad científica para conectar OAH y prácticas STEAM.,,CN,,,expert_curated,expert_interpretation,expert_curated,src_daniela_map,src_mineduc_cn03;src_mineduc_cn_skills,{}
skill_cn_evaluate,L1,Habilidad atómica,atomic_skill,,Evaluar,Vocabulario normalizado de habilidad científica para conectar OAH y prácticas STEAM.,,CN,,,expert_curated,expert_interpretation,expert_curated,src_daniela_map,src_mineduc_cn03;src_mineduc_cn_skills,{}
skill_cn_experiment,L1,Habilidad atómica,atomic_skill,,Experimentar,Vocabulario normalizado de habilidad científica para conectar OAH y prácticas STEAM.,,CN,,,expert_curated,expert_interpretation,expert_curated,src_daniela_map,src_mineduc_cn03;src_mineduc_cn_skills,{}
skill_cn_use_models,L1,Habilidad atómica,atomic_skill,,Usar modelos,Vocabulario normalizado de habilidad científica para conectar OAH y prácticas STEAM.,,CN,,,expert_curated,expert_interpretation,expert_curated,src_daniela_map,src_mineduc_cn03;src_mineduc_cn_skills,{}
concept_cn_plant_structures,L1,Concepto canónico,canonical_concept,,Estructuras de las plantas,Partes/estructuras observables de plantas.,,CN,,CN-LIFE,expert_curated,expert_interpretation,expert_curated,src_daniela_map,,"{""official_relation"":false,""note"":""Concepto normalizado/curado; no se presenta como nodo normativo salvo que el OA lo nombre explícitamente.""}"
concept_cn_plant_needs,L1,Concepto canónico,canonical_concept,,Necesidades de las plantas,Condiciones y recursos necesarios para el desarrollo de las plantas.,,CN,,CN-LIFE,expert_curated,expert_interpretation,expert_curated,src_daniela_map,,"{""official_relation"":false,""note"":""Concepto normalizado/curado; no se presenta como nodo normativo salvo que el OA lo nombre explícitamente.""}"
concept_cn_life_cycles,L1,Concepto canónico,canonical_concept,,Ciclos de vida,Cambios y etapas a lo largo de la vida de seres vivos.,,CN,,CN-LIFE,expert_curated,expert_interpretation,expert_curated,src_daniela_map,,"{""official_relation"":false,""note"":""Concepto normalizado/curado; no se presenta como nodo normativo salvo que el OA lo nombre explícitamente.""}"
concept_cn_flowering_lifecycle,L1,Concepto canónico,canonical_concept,,Ciclo de vida de plantas con flor,Secuencia de cambios en plantas con flor.,,CN,,CN-LIFE,expert_curated,expert_interpretation,expert_curated,src_daniela_map,src_cn03_oa_03,"{""official_relation"":false,""note"":""Concepto normalizado/curado; no se presenta como nodo normativo salvo que el OA lo nombre explícitamente.""}"
concept_cn_germination,L1,Concepto canónico,canonical_concept,,Germinación,Inicio del desarrollo desde la semilla.,,CN,,CN-LIFE,expert_curated,expert_interpretation,expert_curated,src_daniela_map,src_cn03_oa_03,"{""official_relation"":false,""note"":""Concepto normalizado/curado; no se presenta como nodo normativo salvo que el OA lo nombre explícitamente.""}"
concept_cn_plant_growth,L1,Concepto canónico,canonical_concept,,Crecimiento vegetal,Cambios asociados al crecimiento de las plantas.,,CN,,CN-LIFE,expert_curated,expert_interpretation,expert_curated,src_daniela_map,src_cn03_oa_03,"{""official_relation"":false,""note"":""Concepto normalizado/curado; no se presenta como nodo normativo salvo que el OA lo nombre explícitamente.""}"
concept_cn_plant_reproduction,L1,Concepto canónico,canonical_concept,,Reproducción de plantas,Procesos relacionados con la formación de nuevas plantas.,,CN,,CN-LIFE,expert_curated,expert_interpretation,expert_curated,src_daniela_map,src_cn03_oa_03,"{""official_relation"":false,""note"":""Concepto normalizado/curado; no se presenta como nodo normativo salvo que el OA lo nombre explícitamente.""}"
concept_cn_flower_fruit,L1,Concepto canónico,canonical_concept,,Formación de flor y fruto,"Relación entre floración, reproducción y formación de fruto.",,CN,,CN-LIFE,expert_curated,expert_interpretation,expert_curated,src_daniela_map,src_cn03_oa_03,"{""official_relation"":false,""note"":""Concepto normalizado/curado; no se presenta como nodo normativo salvo que el OA lo nombre explícitamente.""}"
concept_cn_pollination,L1,Concepto canónico,canonical_concept,,Polinización,Transferencia de polen asociada a la reproducción de plantas con flor.,,CN,,CN-LIFE,expert_curated,expert_interpretation,expert_curated,src_daniela_map,src_cn03_oa_03,"{""official_relation"":false,""note"":""Concepto normalizado/curado; no se presenta como nodo normativo salvo que el OA lo nombre explícitamente.""}"
concept_cn_seed_dispersal,L1,Concepto canónico,canonical_concept,,Dispersión de semillas,Mecanismos por los que semillas se desplazan desde la planta de origen.,,CN,,CN-LIFE,expert_curated,expert_interpretation,expert_curated,src_daniela_map,src_cn03_oa_03,"{""official_relation"":false,""note"":""Concepto normalizado/curado; no se presenta como nodo normativo salvo que el OA lo nombre explícitamente.""}"
concept_cn_plant_importance,L1,Concepto canónico,canonical_concept,,Importancia de las plantas,Funciones e importancia de las plantas para seres vivos y ambiente.,,CN,,CN-LIFE,expert_curated,expert_interpretation,expert_curated,src_daniela_map,,"{""official_relation"":false,""note"":""Concepto normalizado/curado; no se presenta como nodo normativo salvo que el OA lo nombre explícitamente.""}"
concept_erandi_pollen_transfer,L1,Concepto canónico,canonical_concept,,Transferencia de polen,Constructo semántico experto útil para explicar el mecanismo de polinización.,,CN,,CN-LIFE,expert_curated,expert_interpretation,needs_expert_review,src_nrc_framework,,"{""official_relation"":false,""note"":""Concepto normalizado/curado; no se presenta como nodo normativo salvo que el OA lo nombre explícitamente.""}"
concept_erandi_pollinator,L1,Concepto canónico,canonical_concept,,Polinizador,Organismo que puede contribuir a transferir polen entre flores.,,CN,,CN-LIFE,expert_curated,expert_interpretation,needs_expert_review,src_nrc_framework,,"{""official_relation"":false,""note"":""Concepto normalizado/curado; no se presenta como nodo normativo salvo que el OA lo nombre explícitamente.""}"
theme_bees,L1,Tema/Fenómeno,theme_phenomenon,,Abejas y polinización,Fenómeno de entrada curado por Erandi para explorar polinización y relaciones planta-polinizador; no es un requerimiento curricular.,,,,,erandi,expert_synthesis,experimental,src_cn03_oa_03,,"{""official_curriculum"":false}"
domain_science,L2,Dominio STEAM,steam_domain,SCI,Ciencia,Prácticas para construir explicaciones y conocimiento sobre el mundo natural.,SCI,,,,external_framework,external_framework,verified_external,src_nrc_framework,,{}
domain_engineering,L2,Dominio STEAM,steam_domain,ENG,Ingeniería,"Prácticas para definir problemas, diseñar, probar y mejorar soluciones.",ENG,,,,external_framework,external_framework,verified_external,src_nrc_framework,,{}
domain_math,L2,Dominio STEAM,steam_domain,MAT,Matemática,"Prácticas matemáticas para resolver, modelar, representar y justificar.",MAT,,,,external_framework,external_framework,verified_external,src_ccss_math,,{}
domain_computing,L2,Dominio STEAM,steam_domain,TEC,Tecnología y Computación,"Prácticas de computación, pensamiento computacional y diseño humano.",TEC,,,,external_framework,external_framework,verified_external,src_csta_2026,,{}
domain_arts_design,L2,Dominio STEAM,steam_domain,ART,Artes y Diseño,"Procesos para crear, presentar, responder y conectar mediante prácticas artísticas/de diseño.",ART,,,,external_framework,external_framework,verified_external,src_ncas,,{}
prac_sci_observation,L2,Práctica disciplinar STEAM,disciplinary_practice,SCI-OBS,Observación científica,"Observar de manera intencional, describir, comparar y registrar rasgos relevantes para producir evidencia.",SCI,,,,erandi,expert_synthesis,expert_curated,src_mineduc_cn03,,{}
prac_sci_questioning,L2,Práctica disciplinar STEAM,disciplinary_practice,SCI-Q,Formulación de preguntas científicas,Plantear y refinar preguntas sobre fenómenos que orienten la indagación y la construcción de explicaciones.,SCI,,,,external_framework,external_framework,verified_external,src_nrc_framework,,{}
prac_sci_prediction,L2,Práctica disciplinar STEAM,disciplinary_practice,SCI-PRED,Predicción e inferencia,"Anticipar resultados o relaciones a partir de conocimiento previo, patrones o modelos, distinguiendo predicción de observación.",SCI,,,,erandi,expert_synthesis,expert_curated,src_mineduc_cn03,,{}
prac_sci_modeling,L2,Práctica disciplinar STEAM,disciplinary_practice,SCI-MOD,Desarrollo y uso de modelos,"Construir, usar, comparar y revisar representaciones para describir, explicar o predecir fenómenos.",SCI,,,,external_framework,external_framework,verified_external,src_nrc_framework,,{}
prac_sci_investigation,L2,Práctica disciplinar STEAM,disciplinary_practice,SCI-INV,Planificación y realización de investigaciones,Planificar y realizar observaciones o pruebas sistemáticas para generar evidencia pertinente.,SCI,,,,external_framework,external_framework,verified_external,src_nrc_framework,,{}
prac_sci_data,L2,Práctica disciplinar STEAM,disciplinary_practice,SCI-DATA,Análisis e interpretación de datos,"Organizar, representar, comparar e interpretar datos para identificar patrones y responder preguntas.",SCI,,,,external_framework,external_framework,verified_external,src_nrc_framework,,{}
prac_sci_mathcomp,L2,Práctica disciplinar STEAM,disciplinary_practice,SCI-MC,Uso de matemática y pensamiento computacional en ciencia,"Usar cuantificación, representaciones matemáticas o herramientas computacionales para analizar fenómenos y evidencia.",SCI,,,,external_framework,external_framework,verified_external,src_nrc_framework,,{}
prac_sci_explanation,L2,Práctica disciplinar STEAM,disciplinary_practice,SCI-EXP,Construcción de explicaciones,Construir explicaciones que articulen ideas científicas con evidencia pertinente.,SCI,,,,external_framework,external_framework,verified_external,src_nrc_framework,,{}
prac_sci_argument,L2,Práctica disciplinar STEAM,disciplinary_practice,SCI-ARG,Argumentación a partir de evidencia,"Evaluar y defender afirmaciones considerando evidencia, razones y explicaciones alternativas.",SCI,,,,external_framework,external_framework,verified_external,src_nrc_framework,,{}
prac_sci_communication,L2,Práctica disciplinar STEAM,disciplinary_practice,SCI-COM,"Obtención, evaluación y comunicación de información científica","Interpretar y comunicar información, ideas y evidencia científica mediante representaciones apropiadas.",SCI,,,,external_framework,external_framework,verified_external,src_nrc_framework,,{}
prac_sci_systems,L2,Práctica disciplinar STEAM,disciplinary_practice,SCI-SYS,Pensamiento de sistemas,"Razonar sobre componentes, relaciones, límites, retroalimentaciones y efectos dentro de un sistema.",SCI,,,,erandi,expert_synthesis,needs_expert_review,src_nrc_framework,,{}
prac_eng_define,L2,Práctica disciplinar STEAM,disciplinary_practice,ENG-DEF,Definir problemas de diseño,Precisar una necesidad o problema que pueda abordarse mediante diseño.,ENG,,,,external_framework,external_framework,verified_external,src_nrc_framework,,{}
prac_eng_criteria,L2,Práctica disciplinar STEAM,disciplinary_practice,ENG-CC,Establecer criterios y restricciones,Hacer explícito qué debe lograr una solución y qué límites debe respetar.,ENG,,,,erandi,expert_synthesis,needs_expert_review,src_nrc_framework,,{}
prac_eng_ideate,L2,Práctica disciplinar STEAM,disciplinary_practice,ENG-IDEA,Generar alternativas de solución,Producir y comparar múltiples ideas posibles antes de seleccionar una dirección.,ENG,,,,erandi,expert_synthesis,needs_expert_review,src_nrc_framework,,{}
prac_eng_modelproto,L2,Práctica disciplinar STEAM,disciplinary_practice,ENG-PROT,Modelar y prototipar soluciones,"Representar o construir versiones parciales de una solución para razonar, comunicar y probar.",ENG,,,,external_framework,external_framework,verified_external,src_nrc_framework,,{}
prac_eng_test,L2,Práctica disciplinar STEAM,disciplinary_practice,ENG-TEST,Probar y evaluar soluciones,Recolectar evidencia sobre el desempeño de una solución frente a criterios y restricciones.,ENG,,,,external_framework,external_framework,verified_external,src_nrc_framework,,{}
prac_eng_iterate,L2,Práctica disciplinar STEAM,disciplinary_practice,ENG-ITER,Iterar y optimizar,Modificar una solución usando resultados de pruebas y nueva evidencia.,ENG,,,,erandi,expert_synthesis,needs_expert_review,src_nrc_framework,,{}
prac_eng_tradeoffs,L2,Práctica disciplinar STEAM,disciplinary_practice,ENG-TRADE,Razonar sobre compromisos y trade-offs,"Comparar ventajas, limitaciones y tensiones entre criterios para justificar decisiones de diseño.",ENG,,,,erandi,expert_synthesis,needs_expert_review,src_nrc_framework,,{}
prac_eng_argument,L2,Práctica disciplinar STEAM,disciplinary_practice,ENG-ARG,Argumentar decisiones de diseño,"Defender decisiones y soluciones utilizando criterios, datos y evidencia de pruebas.",ENG,,,,external_framework,external_framework,verified_external,src_nrc_framework,,{}
prac_eng_communicate,L2,Práctica disciplinar STEAM,disciplinary_practice,ENG-COM,Comunicar el diseño,"Representar y explicar problema, proceso, decisiones, evidencia y solución a otras personas.",ENG,,,,external_framework,external_framework,verified_external,src_nrc_framework,,{}
prac_eng_systems,L2,Práctica disciplinar STEAM,disciplinary_practice,ENG-SYS,Pensamiento sistémico en diseño,"Considerar cómo una solución interactúa con personas, materiales, ambiente y otros componentes del sistema.",ENG,,,,erandi,expert_synthesis,needs_expert_review,src_nrc_framework,,{}
prac_math_make_sense,L2,Práctica disciplinar STEAM,disciplinary_practice,MAT-1,Dar sentido a problemas y perseverar,"Comprender la situación, planificar una estrategia, monitorear y sostener el esfuerzo.",MAT,,,,external_framework,external_framework,verified_external,src_ccss_math,,{}
prac_math_reason_abstract,L2,Práctica disciplinar STEAM,disciplinary_practice,MAT-2,Razonar de manera abstracta y cuantitativa,Moverse entre cantidades contextualizadas y representaciones abstractas.,MAT,,,,external_framework,external_framework,verified_external,src_ccss_math,,{}
prac_math_argument,L2,Práctica disciplinar STEAM,disciplinary_practice,MAT-3,Construir argumentos y criticar razonamientos,Justificar conclusiones y analizar razonamientos de otras personas.,MAT,,,,external_framework,external_framework,verified_external,src_ccss_math,,{}
prac_math_model,L2,Práctica disciplinar STEAM,disciplinary_practice,MAT-4,Modelar con matemática,"Usar matemática para representar, analizar y tomar decisiones sobre situaciones reales.",MAT,,,,external_framework,external_framework,verified_external,src_ccss_math,,{}
prac_math_tools,L2,Práctica disciplinar STEAM,disciplinary_practice,MAT-5,Usar herramientas estratégicamente,"Seleccionar y usar instrumentos, representaciones o tecnologías de manera pertinente.",MAT,,,,external_framework,external_framework,verified_external,src_ccss_math,,{}
prac_math_precision,L2,Práctica disciplinar STEAM,disciplinary_practice,MAT-6,Atender a la precisión,"Usar unidades, lenguaje, cálculos y representaciones con precisión suficiente al propósito.",MAT,,,,external_framework,external_framework,verified_external,src_ccss_math,,{}
prac_math_structure,L2,Práctica disciplinar STEAM,disciplinary_practice,MAT-7,Buscar y usar estructura,"Identificar organización, relaciones y estructuras que simplifican o explican.",MAT,,,,external_framework,external_framework,verified_external,src_ccss_math,,{}
prac_math_regularity,L2,Práctica disciplinar STEAM,disciplinary_practice,MAT-8,Buscar regularidad en razonamientos repetidos,Detectar patrones en procesos repetidos y usarlos para generalizar o anticipar.,MAT,,,,external_framework,external_framework,verified_external,src_ccss_math,,{}
prac_cs_positive_impact,L2,Práctica disciplinar STEAM,disciplinary_practice,TEC-1,Usar la computación para un impacto social positivo,Considerar cómo la computación puede contribuir responsablemente a personas y comunidades.,TEC,,,,external_framework,external_framework,verified_external,src_csta_2026,,{}
prac_cs_rights_dignity,L2,Práctica disciplinar STEAM,disciplinary_practice,TEC-2,"Respetar derechos, privacidad y dignidad","Crear productos computacionales respetando propiedad, privacidad, seguridad y dignidad.",TEC,,,,external_framework,external_framework,verified_external,src_csta_2026,,{}
prac_cs_communicate,L2,Práctica disciplinar STEAM,disciplinary_practice,TEC-3,Comunicar eficazmente sobre computación,"Explicar procesos, decisiones, resultados y limitaciones de soluciones computacionales.",TEC,,,,external_framework,external_framework,verified_external,src_csta_2026,,{}
prac_cs_manage,L2,Práctica disciplinar STEAM,disciplinary_practice,TEC-4,Gestionar proyectos computacionales,"Planificar, organizar recursos y monitorear el avance de un proyecto computacional.",TEC,,,,external_framework,external_framework,verified_external,src_csta_2026,,{}
prac_cs_collaborate,L2,Práctica disciplinar STEAM,disciplinary_practice,TEC-5,Participar responsablemente en colaboraciones computacionales,"Contribuir de forma inclusiva, responsable y coordinada al trabajo colectivo.",TEC,,,,external_framework,external_framework,verified_external,src_csta_2026,,{}
prac_cs_define_problem,L2,Práctica disciplinar STEAM,disciplinary_practice,TEC-6,Reconocer y definir problemas computacionales,Identificar problemas o partes de problemas que pueden representarse o abordarse computacionalmente.,TEC,,,,external_framework,external_framework,verified_external,src_csta_2026,,{}
prac_cs_abstraction,L2,Práctica disciplinar STEAM,disciplinary_practice,TEC-7,Desarrollar y usar abstracciones,Representar información o procesos omitiendo detalles innecesarios para resolver un propósito.,TEC,,,,external_framework,external_framework,verified_external,src_csta_2026,,{}
prac_cs_create,L2,Práctica disciplinar STEAM,disciplinary_practice,TEC-8,Crear productos computacionales,"Diseñar y construir artefactos, representaciones o sistemas computacionales.",TEC,,,,external_framework,external_framework,verified_external,src_csta_2026,,{}
prac_cs_test_refine,L2,Práctica disciplinar STEAM,disciplinary_practice,TEC-9,Probar y refinar productos computacionales,"Evaluar resultados, encontrar problemas y mejorar productos mediante iteración.",TEC,,,,external_framework,external_framework,verified_external,src_csta_2026,,{}
