relationship_id,layer,source_entity_id,relationship_type,target_entity_id,relationship_scope,evidence_basis,provenance_class,verification_status,confidence,rationale,source_id,secondary_source_ids,properties_json
r_oah_cn03_a_skill_cn_observe,L1,oah_cn03_a,uses_atomic_skill,skill_cn_observe,semantic,decomposition_of_official_oah,expert_interpretation,expert_curated,0.95,Descomposición semántica del texto oficial del OAH.,src_mineduc_cn03,src_daniela_map,{}
r_oah_cn03_a_skill_cn_question,L1,oah_cn03_a,uses_atomic_skill,skill_cn_question,semantic,decomposition_of_official_oah,expert_interpretation,expert_curated,0.95,Descomposición semántica del texto oficial del OAH.,src_mineduc_cn03,src_daniela_map,{}
r_oah_cn03_a_skill_cn_infer,L1,oah_cn03_a,uses_atomic_skill,skill_cn_infer,semantic,decomposition_of_official_oah,expert_interpretation,expert_curated,0.95,Descomposición semántica del texto oficial del OAH.,src_mineduc_cn03,src_daniela_map,{}
r_oah_cn03_a_skill_cn_predict,L1,oah_cn03_a,uses_atomic_skill,skill_cn_predict,semantic,decomposition_of_official_oah,expert_interpretation,expert_curated,0.95,Descomposición semántica del texto oficial del OAH.,src_mineduc_cn03,src_daniela_map,{}
r_oah_cn03_b_skill_cn_investigate,L1,oah_cn03_b,uses_atomic_skill,skill_cn_investigate,semantic,decomposition_of_official_oah,expert_interpretation,expert_curated,0.95,Descomposición semántica del texto oficial del OAH.,src_mineduc_cn03,src_daniela_map,{}
r_oah_cn03_b_skill_cn_observe,L1,oah_cn03_b,uses_atomic_skill,skill_cn_observe,semantic,decomposition_of_official_oah,expert_interpretation,expert_curated,0.95,Descomposición semántica del texto oficial del OAH.,src_mineduc_cn03,src_daniela_map,{}
r_oah_cn03_b_skill_cn_classify,L1,oah_cn03_b,uses_atomic_skill,skill_cn_classify,semantic,decomposition_of_official_oah,expert_interpretation,expert_curated,0.95,Descomposición semántica del texto oficial del OAH.,src_mineduc_cn03,src_daniela_map,{}
r_oah_cn03_b_skill_cn_explore,L1,oah_cn03_b,uses_atomic_skill,skill_cn_explore,semantic,decomposition_of_official_oah,expert_interpretation,expert_curated,0.95,Descomposición semántica del texto oficial del OAH.,src_mineduc_cn03,src_daniela_map,{}
r_oah_cn03_c_skill_cn_observe,L1,oah_cn03_c,uses_atomic_skill,skill_cn_observe,semantic,decomposition_of_official_oah,expert_interpretation,expert_curated,0.95,Descomposición semántica del texto oficial del OAH.,src_mineduc_cn03,src_daniela_map,{}
r_oah_cn03_c_skill_cn_measure,L1,oah_cn03_c,uses_atomic_skill,skill_cn_measure,semantic,decomposition_of_official_oah,expert_interpretation,expert_curated,0.95,Descomposición semántica del texto oficial del OAH.,src_mineduc_cn03,src_daniela_map,{}
r_oah_cn03_c_skill_cn_record,L1,oah_cn03_c,uses_atomic_skill,skill_cn_record,semantic,decomposition_of_official_oah,expert_interpretation,expert_curated,0.95,Descomposición semántica del texto oficial del OAH.,src_mineduc_cn03,src_daniela_map,{}
r_oah_cn03_c_skill_cn_organize_data,L1,oah_cn03_c,uses_atomic_skill,skill_cn_organize_data,semantic,decomposition_of_official_oah,expert_interpretation,expert_curated,0.95,Descomposición semántica del texto oficial del OAH.,src_mineduc_cn03,src_daniela_map,{}
r_oah_cn03_d_skill_cn_use_instruments,L1,oah_cn03_d,uses_atomic_skill,skill_cn_use_instruments,semantic,decomposition_of_official_oah,expert_interpretation,expert_curated,0.95,Descomposición semántica del texto oficial del OAH.,src_mineduc_cn03,src_daniela_map,{}
r_oah_cn03_d_skill_cn_observe,L1,oah_cn03_d,uses_atomic_skill,skill_cn_observe,semantic,decomposition_of_official_oah,expert_interpretation,expert_curated,0.95,Descomposición semántica del texto oficial del OAH.,src_mineduc_cn03,src_daniela_map,{}
r_oah_cn03_d_skill_cn_measure,L1,oah_cn03_d,uses_atomic_skill,skill_cn_measure,semantic,decomposition_of_official_oah,expert_interpretation,expert_curated,0.95,Descomposición semántica del texto oficial del OAH.,src_mineduc_cn03,src_daniela_map,{}
r_oah_cn03_e_skill_cn_summarize_evidence,L1,oah_cn03_e,uses_atomic_skill,skill_cn_summarize_evidence,semantic,decomposition_of_official_oah,expert_interpretation,expert_curated,0.95,Descomposición semántica del texto oficial del OAH.,src_mineduc_cn03,src_daniela_map,{}
r_oah_cn03_e_skill_cn_analyze,L1,oah_cn03_e,uses_atomic_skill,skill_cn_analyze,semantic,decomposition_of_official_oah,expert_interpretation,expert_curated,0.95,Descomposición semántica del texto oficial del OAH.,src_mineduc_cn03,src_daniela_map,{}
r_oah_cn03_f_skill_cn_communicate,L1,oah_cn03_f,uses_atomic_skill,skill_cn_communicate,semantic,decomposition_of_official_oah,expert_interpretation,expert_curated,0.95,Descomposición semántica del texto oficial del OAH.,src_mineduc_cn03,src_daniela_map,{}
r_oah_cn03_f_skill_cn_compare,L1,oah_cn03_f,uses_atomic_skill,skill_cn_compare,semantic,decomposition_of_official_oah,expert_interpretation,expert_curated,0.95,Descomposición semántica del texto oficial del OAH.,src_mineduc_cn03,src_daniela_map,{}
r_oah_cn03_f_skill_cn_use_models,L1,oah_cn03_f,uses_atomic_skill,skill_cn_use_models,semantic,decomposition_of_official_oah,expert_interpretation,expert_curated,0.95,Descomposición semántica del texto oficial del OAH.,src_mineduc_cn03,src_daniela_map,{}
r_fw_grade,L1,cl_mineduc_bc_1_6,includes_grade,grade_cl_3b,structural,official_structure,official_curriculum,verified,1.0,Estructura del currículum oficial.,src_mineduc_cn03,,{}
r_fw_subj,L1,cl_mineduc_bc_1_6,has_subject,subj_cn,structural,official_structure,official_curriculum,verified,1.0,Estructura del currículum oficial.,src_mineduc_cn03,,{}
r_subj_axis_life,L1,subj_cn,has_axis,axis_cn_life,structural,official_structure,official_curriculum,verified,1.0,Estructura del currículum oficial.,src_mineduc_cn03,,{}
r_axis_oa03,L1,axis_cn_life,has_learning_objective,oa_cn03_03,structural,official_structure,official_curriculum,verified,1.0,Estructura del currículum oficial.,src_mineduc_cn03,,{}
r_axis_oa01,L1,axis_cn_life,has_learning_objective,oa_cn03_01,structural,official_structure,official_curriculum,verified,1.0,Estructura del currículum oficial.,src_mineduc_cn03,,{}
r_axis_oa04,L1,axis_cn_life,has_learning_objective,oa_cn03_04,structural,official_structure,official_curriculum,verified,1.0,Estructura del currículum oficial.,src_mineduc_cn03,,{}
r_oa03_grade,L1,oa_cn03_03,applies_to_grade,grade_cl_3b,structural,official_structure,official_curriculum,verified,1.0,Estructura del currículum oficial.,src_mineduc_cn03,,{}
r_oa03_target_concept_cn_flowering_lifecycle,L1,oa_cn03_03,targets_concept,concept_cn_flowering_lifecycle,semantic,expert_decomposition_from_official_oa,expert_interpretation,expert_curated,0.98,El concepto está explícito o directamente contenido en el texto del OA03.,src_cn03_oa_03,src_daniela_map,{}
r_oa03_target_concept_cn_germination,L1,oa_cn03_03,targets_concept,concept_cn_germination,semantic,expert_decomposition_from_official_oa,expert_interpretation,expert_curated,0.98,El concepto está explícito o directamente contenido en el texto del OA03.,src_cn03_oa_03,src_daniela_map,{}
r_oa03_target_concept_cn_plant_growth,L1,oa_cn03_03,targets_concept,concept_cn_plant_growth,semantic,expert_decomposition_from_official_oa,expert_interpretation,expert_curated,0.98,El concepto está explícito o directamente contenido en el texto del OA03.,src_cn03_oa_03,src_daniela_map,{}
r_oa03_target_concept_cn_plant_reproduction,L1,oa_cn03_03,targets_concept,concept_cn_plant_reproduction,semantic,expert_decomposition_from_official_oa,expert_interpretation,expert_curated,0.98,El concepto está explícito o directamente contenido en el texto del OA03.,src_cn03_oa_03,src_daniela_map,{}
r_oa03_target_concept_cn_flower_fruit,L1,oa_cn03_03,targets_concept,concept_cn_flower_fruit,semantic,expert_decomposition_from_official_oa,expert_interpretation,expert_curated,0.98,El concepto está explícito o directamente contenido en el texto del OA03.,src_cn03_oa_03,src_daniela_map,{}
r_oa03_target_concept_cn_pollination,L1,oa_cn03_03,targets_concept,concept_cn_pollination,semantic,expert_decomposition_from_official_oa,expert_interpretation,expert_curated,0.98,El concepto está explícito o directamente contenido en el texto del OA03.,src_cn03_oa_03,src_daniela_map,{}
r_oa03_target_concept_cn_seed_dispersal,L1,oa_cn03_03,targets_concept,concept_cn_seed_dispersal,semantic,expert_decomposition_from_official_oa,expert_interpretation,expert_curated,0.98,El concepto está explícito o directamente contenido en el texto del OA03.,src_cn03_oa_03,src_daniela_map,{}
r_pollination_pollen,L1,concept_cn_pollination,includes_construct,concept_erandi_pollen_transfer,semantic,scientific_semantic_extension,expert_synthesis,needs_expert_review,0.9,Descomposición científica para razonar sobre el mecanismo de polinización.,src_nrc_framework,,{}
r_bees_pollination,L1,theme_bees,relates_to,concept_cn_pollination,semantic,erandi_theme_mapping,expert_synthesis,expert_curated,0.98,Abejas como fenómeno de entrada para explorar polinización.,src_cn03_oa_03,,{}
r_bees_pollinator,L1,theme_bees,instantiates,concept_erandi_pollinator,semantic,expert_semantic_mapping,expert_synthesis,expert_curated,0.95,La abeja funciona como ejemplo de polinizador en el proyecto.,src_nrc_framework,,{}
r_expert_prog_1,L1,concept_cn_plant_structures,builds_towards,concept_cn_plant_needs,progression,expert_inference_from_curriculum_and_science,expert_synthesis,needs_expert_review,0.78,Comprender estructuras facilita razonar sobre necesidades y funciones.,src_daniela_map,src_cn03_oa_03,"{""official_relation"":false,""display_in_graph"":true}"
r_expert_prog_2,L1,concept_cn_life_cycles,builds_towards,concept_cn_flowering_lifecycle,progression,expert_inference_from_curriculum_and_science,expert_synthesis,needs_expert_review,0.78,La idea general de ciclo de vida apoya la comprensión del ciclo de plantas con flor.,src_daniela_map,src_cn03_oa_03,"{""official_relation"":false,""display_in_graph"":true}"
r_expert_prog_3,L1,concept_cn_flowering_lifecycle,builds_towards,concept_cn_plant_reproduction,progression,expert_inference_from_curriculum_and_science,expert_synthesis,needs_expert_review,0.78,El ciclo con flor sitúa la reproducción dentro de una secuencia temporal.,src_daniela_map,src_cn03_oa_03,"{""official_relation"":false,""display_in_graph"":true}"
r_expert_prog_4,L1,concept_cn_flower_fruit,relates_to,concept_cn_pollination,progression,expert_inference_from_curriculum_and_science,expert_synthesis,needs_expert_review,0.78,La polinización se vincula con procesos reproductivos de las plantas con flor.,src_daniela_map,src_cn03_oa_03,"{""official_relation"":false,""display_in_graph"":true}"
r_expert_prog_5,L1,concept_cn_pollination,builds_towards,concept_cn_plant_reproduction,progression,expert_inference_from_curriculum_and_science,expert_synthesis,needs_expert_review,0.78,Comprender la polinización ayuda a explicar reproducción en plantas con flor.,src_daniela_map,src_cn03_oa_03,"{""official_relation"":false,""display_in_graph"":true}"
r_expert_prog_6,L1,concept_cn_pollination,relates_to,concept_cn_plant_importance,progression,expert_inference_from_curriculum_and_science,expert_synthesis,needs_expert_review,0.78,La polinización permite conectar reproducción vegetal con importancia ecológica.,src_daniela_map,src_cn03_oa_03,"{""official_relation"":false,""display_in_graph"":true}"
r_domain_science_prac_sci_observation,L2,domain_science,has_practice,prac_sci_observation,structural,framework_structure,expert_synthesis,expert_curated,0.85,Práctica ubicada dentro del dominio STEAM correspondiente.,src_mineduc_cn03,,{}
r_domain_science_prac_sci_questioning,L2,domain_science,has_practice,prac_sci_questioning,structural,framework_structure,external_framework,verified_external,1.0,Práctica ubicada dentro del dominio STEAM correspondiente.,src_nrc_framework,,{}
r_domain_science_prac_sci_prediction,L2,domain_science,has_practice,prac_sci_prediction,structural,framework_structure,expert_synthesis,expert_curated,0.85,Práctica ubicada dentro del dominio STEAM correspondiente.,src_mineduc_cn03,,{}
r_domain_science_prac_sci_modeling,L2,domain_science,has_practice,prac_sci_modeling,structural,framework_structure,external_framework,verified_external,1.0,Práctica ubicada dentro del dominio STEAM correspondiente.,src_nrc_framework,,{}
r_domain_science_prac_sci_investigation,L2,domain_science,has_practice,prac_sci_investigation,structural,framework_structure,external_framework,verified_external,1.0,Práctica ubicada dentro del dominio STEAM correspondiente.,src_nrc_framework,,{}
r_domain_science_prac_sci_data,L2,domain_science,has_practice,prac_sci_data,structural,framework_structure,external_framework,verified_external,1.0,Práctica ubicada dentro del dominio STEAM correspondiente.,src_nrc_framework,,{}
r_domain_science_prac_sci_mathcomp,L2,domain_science,has_practice,prac_sci_mathcomp,structural,framework_structure,external_framework,verified_external,1.0,Práctica ubicada dentro del dominio STEAM correspondiente.,src_nrc_framework,,{}
r_domain_science_prac_sci_explanation,L2,domain_science,has_practice,prac_sci_explanation,structural,framework_structure,external_framework,verified_external,1.0,Práctica ubicada dentro del dominio STEAM correspondiente.,src_nrc_framework,,{}
r_domain_science_prac_sci_argument,L2,domain_science,has_practice,prac_sci_argument,structural,framework_structure,external_framework,verified_external,1.0,Práctica ubicada dentro del dominio STEAM correspondiente.,src_nrc_framework,,{}
r_domain_science_prac_sci_communication,L2,domain_science,has_practice,prac_sci_communication,structural,framework_structure,external_framework,verified_external,1.0,Práctica ubicada dentro del dominio STEAM correspondiente.,src_nrc_framework,,{}
r_domain_science_prac_sci_systems,L2,domain_science,has_practice,prac_sci_systems,structural,framework_structure,expert_synthesis,needs_expert_review,0.85,Práctica ubicada dentro del dominio STEAM correspondiente.,src_nrc_framework,,{}
r_domain_engineering_prac_eng_define,L2,domain_engineering,has_practice,prac_eng_define,structural,framework_structure,external_framework,verified_external,1.0,Práctica ubicada dentro del dominio STEAM correspondiente.,src_nrc_framework,,{}
r_domain_engineering_prac_eng_criteria,L2,domain_engineering,has_practice,prac_eng_criteria,structural,framework_structure,expert_synthesis,needs_expert_review,0.85,Práctica ubicada dentro del dominio STEAM correspondiente.,src_nrc_framework,,{}
r_domain_engineering_prac_eng_ideate,L2,domain_engineering,has_practice,prac_eng_ideate,structural,framework_structure,expert_synthesis,needs_expert_review,0.85,Práctica ubicada dentro del dominio STEAM correspondiente.,src_nrc_framework,,{}
r_domain_engineering_prac_eng_modelproto,L2,domain_engineering,has_practice,prac_eng_modelproto,structural,framework_structure,external_framework,verified_external,1.0,Práctica ubicada dentro del dominio STEAM correspondiente.,src_nrc_framework,,{}
r_domain_engineering_prac_eng_test,L2,domain_engineering,has_practice,prac_eng_test,structural,framework_structure,external_framework,verified_external,1.0,Práctica ubicada dentro del dominio STEAM correspondiente.,src_nrc_framework,,{}
r_domain_engineering_prac_eng_iterate,L2,domain_engineering,has_practice,prac_eng_iterate,structural,framework_structure,expert_synthesis,needs_expert_review,0.85,Práctica ubicada dentro del dominio STEAM correspondiente.,src_nrc_framework,,{}
r_domain_engineering_prac_eng_tradeoffs,L2,domain_engineering,has_practice,prac_eng_tradeoffs,structural,framework_structure,expert_synthesis,needs_expert_review,0.85,Práctica ubicada dentro del dominio STEAM correspondiente.,src_nrc_framework,,{}
r_domain_engineering_prac_eng_argument,L2,domain_engineering,has_practice,prac_eng_argument,structural,framework_structure,external_framework,verified_external,1.0,Práctica ubicada dentro del dominio STEAM correspondiente.,src_nrc_framework,,{}
r_domain_engineering_prac_eng_communicate,L2,domain_engineering,has_practice,prac_eng_communicate,structural,framework_structure,external_framework,verified_external,1.0,Práctica ubicada dentro del dominio STEAM correspondiente.,src_nrc_framework,,{}
r_domain_engineering_prac_eng_systems,L2,domain_engineering,has_practice,prac_eng_systems,structural,framework_structure,expert_synthesis,needs_expert_review,0.85,Práctica ubicada dentro del dominio STEAM correspondiente.,src_nrc_framework,,{}
r_domain_math_prac_math_make_sense,L2,domain_math,has_practice,prac_math_make_sense,structural,framework_structure,external_framework,verified_external,1.0,Práctica ubicada dentro del dominio STEAM correspondiente.,src_ccss_math,,{}
r_domain_math_prac_math_reason_abstract,L2,domain_math,has_practice,prac_math_reason_abstract,structural,framework_structure,external_framework,verified_external,1.0,Práctica ubicada dentro del dominio STEAM correspondiente.,src_ccss_math,,{}
r_domain_math_prac_math_argument,L2,domain_math,has_practice,prac_math_argument,structural,framework_structure,external_framework,verified_external,1.0,Práctica ubicada dentro del dominio STEAM correspondiente.,src_ccss_math,,{}
r_domain_math_prac_math_model,L2,domain_math,has_practice,prac_math_model,structural,framework_structure,external_framework,verified_external,1.0,Práctica ubicada dentro del dominio STEAM correspondiente.,src_ccss_math,,{}
r_domain_math_prac_math_tools,L2,domain_math,has_practice,prac_math_tools,structural,framework_structure,external_framework,verified_external,1.0,Práctica ubicada dentro del dominio STEAM correspondiente.,src_ccss_math,,{}
r_domain_math_prac_math_precision,L2,domain_math,has_practice,prac_math_precision,structural,framework_structure,external_framework,verified_external,1.0,Práctica ubicada dentro del dominio STEAM correspondiente.,src_ccss_math,,{}
r_domain_math_prac_math_structure,L2,domain_math,has_practice,prac_math_structure,structural,framework_structure,external_framework,verified_external,1.0,Práctica ubicada dentro del dominio STEAM correspondiente.,src_ccss_math,,{}
r_domain_math_prac_math_regularity,L2,domain_math,has_practice,prac_math_regularity,structural,framework_structure,external_framework,verified_external,1.0,Práctica ubicada dentro del dominio STEAM correspondiente.,src_ccss_math,,{}
r_domain_computing_prac_cs_positive_impact,L2,domain_computing,has_practice,prac_cs_positive_impact,structural,framework_structure,external_framework,verified_external,1.0,Práctica ubicada dentro del dominio STEAM correspondiente.,src_csta_2026,,{}
r_domain_computing_prac_cs_rights_dignity,L2,domain_computing,has_practice,prac_cs_rights_dignity,structural,framework_structure,external_framework,verified_external,1.0,Práctica ubicada dentro del dominio STEAM correspondiente.,src_csta_2026,,{}
r_domain_computing_prac_cs_communicate,L2,domain_computing,has_practice,prac_cs_communicate,structural,framework_structure,external_framework,verified_external,1.0,Práctica ubicada dentro del dominio STEAM correspondiente.,src_csta_2026,,{}
r_domain_computing_prac_cs_manage,L2,domain_computing,has_practice,prac_cs_manage,structural,framework_structure,external_framework,verified_external,1.0,Práctica ubicada dentro del dominio STEAM correspondiente.,src_csta_2026,,{}
r_domain_computing_prac_cs_collaborate,L2,domain_computing,has_practice,prac_cs_collaborate,structural,framework_structure,external_framework,verified_external,1.0,Práctica ubicada dentro del dominio STEAM correspondiente.,src_csta_2026,,{}
r_domain_computing_prac_cs_define_problem,L2,domain_computing,has_practice,prac_cs_define_problem,structural,framework_structure,external_framework,verified_external,1.0,Práctica ubicada dentro del dominio STEAM correspondiente.,src_csta_2026,,{}
r_domain_computing_prac_cs_abstraction,L2,domain_computing,has_practice,prac_cs_abstraction,structural,framework_structure,external_framework,verified_external,1.0,Práctica ubicada dentro del dominio STEAM correspondiente.,src_csta_2026,,{}
r_domain_computing_prac_cs_create,L2,domain_computing,has_practice,prac_cs_create,structural,framework_structure,external_framework,verified_external,1.0,Práctica ubicada dentro del dominio STEAM correspondiente.,src_csta_2026,,{}
r_domain_computing_prac_cs_test_refine,L2,domain_computing,has_practice,prac_cs_test_refine,structural,framework_structure,external_framework,verified_external,1.0,Práctica ubicada dentro del dominio STEAM correspondiente.,src_csta_2026,,{}
r_domain_computing_prac_cs_users,L2,domain_computing,has_practice,prac_cs_users,structural,framework_structure,external_framework,verified_external,1.0,Práctica ubicada dentro del dominio STEAM correspondiente.,src_csta_2026,,{}
r_domain_computing_prac_cs_iterative_design,L2,domain_computing,has_practice,prac_cs_iterative_design,structural,framework_structure,external_framework,verified_external,1.0,Práctica ubicada dentro del dominio STEAM correspondiente.,src_csta_2026,,{}
r_domain_computing_prac_cs_empower,L2,domain_computing,has_practice,prac_cs_empower,structural,framework_structure,external_framework,verified_external,1.0,Práctica ubicada dentro del dominio STEAM correspondiente.,src_csta_2026,,{}
r_domain_arts_design_prac_art_generate,L2,domain_arts_design,has_practice,prac_art_generate,structural,framework_structure,external_framework,verified_external,1.0,Práctica ubicada dentro del dominio STEAM correspondiente.,src_ncas,,{}
r_domain_arts_design_prac_art_develop,L2,domain_arts_design,has_practice,prac_art_develop,structural,framework_structure,external_framework,verified_external,1.0,Práctica ubicada dentro del dominio STEAM correspondiente.,src_ncas,,{}
r_domain_arts_design_prac_art_refine,L2,domain_arts_design,has_practice,prac_art_refine,structural,framework_structure,external_framework,verified_external,1.0,Práctica ubicada dentro del dominio STEAM correspondiente.,src_ncas,,{}
r_domain_arts_design_prac_art_select_present,L2,domain_arts_design,has_practice,prac_art_select_present,structural,framework_structure,external_framework,verified_external,1.0,Práctica ubicada dentro del dominio STEAM correspondiente.,src_ncas,,{}
r_domain_arts_design_prac_art_prepare_present,L2,domain_arts_design,has_practice,prac_art_prepare_present,structural,framework_structure,external_framework,verified_external,1.0,Práctica ubicada dentro del dominio STEAM correspondiente.,src_ncas,,{}
r_domain_arts_design_prac_art_convey,L2,domain_arts_design,has_practice,prac_art_convey,structural,framework_structure,external_framework,verified_external,1.0,Práctica ubicada dentro del dominio STEAM correspondiente.,src_ncas,,{}
r_domain_arts_design_prac_art_perceive,L2,domain_arts_design,has_practice,prac_art_perceive,structural,framework_structure,external_framework,verified_external,1.0,Práctica ubicada dentro del dominio STEAM correspondiente.,src_ncas,,{}
r_domain_arts_design_prac_art_interpret,L2,domain_arts_design,has_practice,prac_art_interpret,structural,framework_structure,external_framework,verified_external,1.0,Práctica ubicada dentro del dominio STEAM correspondiente.,src_ncas,,{}
r_domain_arts_design_prac_art_evaluate,L2,domain_arts_design,has_practice,prac_art_evaluate,structural,framework_structure,external_framework,verified_external,1.0,Práctica ubicada dentro del dominio STEAM correspondiente.,src_ncas,,{}
r_domain_arts_design_prac_art_connect_personal,L2,domain_arts_design,has_practice,prac_art_connect_personal,structural,framework_structure,external_framework,verified_external,1.0,Práctica ubicada dentro del dominio STEAM correspondiente.,src_ncas,,{}
r_domain_arts_design_prac_art_connect_context,L2,domain_arts_design,has_practice,prac_art_connect_context,structural,framework_structure,external_framework,verified_external,1.0,Práctica ubicada dentro del dominio STEAM correspondiente.,src_ncas,,{}
r_prac_eng_ideate_comp_creativity,L2,prac_eng_ideate,creates_opportunity_for,comp_creativity,crosscutting,expert_crosswalk_across_frameworks,expert_synthesis,needs_expert_review,0.8,La práctica crea oportunidades auténticas para ejercer la competencia; no implica desarrollo automático.,src_nrc_framework,src_ccss_math;src_csta_2026;src_ncas,{}
r_prac_eng_modelproto_comp_creativity,L2,prac_eng_modelproto,creates_opportunity_for,comp_creativity,crosscutting,expert_crosswalk_across_frameworks,expert_synthesis,needs_expert_review,0.8,La práctica crea oportunidades auténticas para ejercer la competencia; no implica desarrollo automático.,src_nrc_framework,src_ccss_math;src_csta_2026;src_ncas,{}
r_prac_eng_iterate_comp_creativity,L2,prac_eng_iterate,creates_opportunity_for,comp_creativity,crosscutting,expert_crosswalk_across_frameworks,expert_synthesis,needs_expert_review,0.8,La práctica crea oportunidades auténticas para ejercer la competencia; no implica desarrollo automático.,src_nrc_framework,src_ccss_math;src_csta_2026;src_ncas,{}
r_prac_cs_create_comp_creativity,L2,prac_cs_create,creates_opportunity_for,comp_creativity,crosscutting,expert_crosswalk_across_frameworks,expert_synthesis,needs_expert_review,0.8,La práctica crea oportunidades auténticas para ejercer la competencia; no implica desarrollo automático.,src_nrc_framework,src_ccss_math;src_csta_2026;src_ncas,{}
r_prac_cs_iterative_design_comp_creativity,L2,prac_cs_iterative_design,creates_opportunity_for,comp_creativity,crosscutting,expert_crosswalk_across_frameworks,expert_synthesis,needs_expert_review,0.8,La práctica crea oportunidades auténticas para ejercer la competencia; no implica desarrollo automático.,src_nrc_framework,src_ccss_math;src_csta_2026;src_ncas,{}
r_prac_art_generate_comp_creativity,L2,prac_art_generate,creates_opportunity_for,comp_creativity,crosscutting,expert_crosswalk_across_frameworks,expert_synthesis,needs_expert_review,0.8,La práctica crea oportunidades auténticas para ejercer la competencia; no implica desarrollo automático.,src_nrc_framework,src_ccss_math;src_csta_2026;src_ncas,{}
r_prac_art_develop_comp_creativity,L2,prac_art_develop,creates_opportunity_for,comp_creativity,crosscutting,expert_crosswalk_across_frameworks,expert_synthesis,needs_expert_review,0.8,La práctica crea oportunidades auténticas para ejercer la competencia; no implica desarrollo automático.,src_nrc_framework,src_ccss_math;src_csta_2026;src_ncas,{}
r_prac_art_refine_comp_creativity,L2,prac_art_refine,creates_opportunity_for,comp_creativity,crosscutting,expert_crosswalk_across_frameworks,expert_synthesis,needs_expert_review,0.8,La práctica crea oportunidades auténticas para ejercer la competencia; no implica desarrollo automático.,src_nrc_framework,src_ccss_math;src_csta_2026;src_ncas,{}
